O/C,Status,Trade iD,Trade_Type,Trade_Date,Expected_Delivery,Up_Exp_Date,Delivery_Date,SELLER,FINAL_BUYER,WEIGHT,QUANTITY,BUY UNIT PRICE,SELL UNIT PRICE,BUY AMOUNT,SELL AMOUNT
close,COMPLETED,f.2024.124,Trade,7/12/2024,6/30/2025,6/30/2025,4/3/2024,EBS Energie,Thevenin Ducrot (Avia),33.33%,180,8300,8300,1494000,1494000
open,Pending Contract,f.2024.125,Trade,7/3/2024,8/30/2024,1/15/2025,Not Delivered,SDEC ENERGIE,Teksial,100.00%,1.28208,7780,7790,9974.5824,9987.4032
open,Pending Contract,f.2024.126,Broker,7/17/2024,6/30/2025,6/30/2025,Not Delivered,Premium Energy,Auchan Energies,50.00%,200,7950,8060,1590000,1612000
open,Pending Contract,f.2024.126,Broker,7/17/2024,12/31/2025,12/31/2025,Not Delivered,Premium Energy,Auchan Energies,50.00%,100,7950,8060,795000,806000
close,COMPLETED,f.2024.128,Trade,7/18/2024,8/15/2024,9/30/2024,4/3/2024,Géo France Finance,Total Marketing France,50.00%,3.318204,7600,8300,25218.3504,27541.0932
close,COMPLETED,f.2024.128,Trade,7/18/2024,8/15/2024,9/30/2024,4/3/2024,Géo France Finance,Total Marketing France,50.00%,216.130595,7600,7800,1642592.522,1685818.641
close,COMPLETED,f.2024.128,Trade,8/27/2024,8/15/2024,9/30/2024,4/3/2024,Géo France Finance,Total Marketing France,50.00%,-3.318204,7600,8300,-25218.3504,-27541.0932
close,COMPLETED,f.2024.128,Trade,8/27/2024,8/15/2024,9/30/2024,4/3/2024,Géo France Finance,Total Marketing France,50.00%,-9.964578,7600,7800,-75730.7928,-77723.7084
close,COMPLETED,f.2024.128,Trade,8/27/2024,8/27/2024,9/30/2024,4/3/2024,Lagelouze,Total Marketing France,100.00%,3.318204,8200,8300,27209.2728,27541.0932
close,COMPLETED,f.2024.128,Trade,8/27/2024,8/27/2024,9/30/2024,4/3/2024,Lagelouze,Total Marketing France,100.00%,9.964578,7900,7800,78720.1662,77723.7084
open,Pending Contract,f.2024.130,Broker,7/19/2024,6/30/2025,6/30/2025,Not Delivered,Premium Energy,Thevenin Ducrot (Avia),50.00%,350,7820,8020,2737000,2807000
open,Pending Contract,f.2024.130,Broker,7/19/2024,6/30/2025,6/30/2025,Not Delivered,Premium Energy,Thevenin Ducrot (Avia),50.00%,150,7820,8020,1173000,1203000
close,Pending Payable,f.2024.131,Trade,7/19/2024,6/30/2025,6/30/2025,4/3/2024,Total Energies,OFEE-LEYTON,50.00%,250,8450,8500,2112500,2125000
open,Pending Delivery,f.2024.132,Trade,7/24/2024,8/31/2024,1/15/2025,Not Delivered,Communauté d’Agglomération de Saint Louis ,Lagelouze 2,100.00%,2.688,5400,7500,14515.2,20160
open,Pending Delivery,f.2024.135,Trade,8/1/2024,12/31/2024,1/15/2025,Not Delivered,EBS Energie,OFEE-LEYTON,50.00%,500,7800,7880,3900000,3940000
open,Pending Delivery,f.2024.138,Trade,8/5/2024,9/30/2024,1/15/2025,Not Delivered,MZ Batiment (ElecPlugg),Lagelouze 2,100.00%,13.6,7000,7500,95200,102000
open,Pending Delivery,f.2024.140,Trade,8/1/2024,12/31/2024,1/15/2025,Not Delivered,Techni Toit Isolation,Lagelouze 2,100.00%,0.612,6000,7500,3672,4590
close,Pending Payable & receivable,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,4/3/2024,ACD ENERGIE (direct),Lagelouze 2,100.00%,1.023,5800,7500,5933.4,7672.5
close,Pending Payable & receivable,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,4/3/2024,ACD ENERGIE (direct),Lagelouze 2,100.00%,37.9644,5800,7500,220193.52,284733
close,Pending Receivable,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,6/21/2024,ACD ENERGIE (direct),Lagelouze 2,100.00%,6.1287,5800,7500,35546.46,45965.25
close,Pending Receivable,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,6/30/2024,ACD ENERGIE (direct),Lagelouze 2,100.00%,15.1491,5800,7500,87864.78,113618.25
close,Pending Receivable,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,7/10/2024,ACD ENERGIE (direct),Lagelouze 2,100.00%,2.5761,5800,7500,14941.38,19320.75
close,Pending Receivable,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,7/8/2024,ACD ENERGIE (direct),Lagelouze 2,100.00%,6.6183,5800,7500,38386.14,49637.25
close,Pending Receivable,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,7/8/2024,ACD ENERGIE (direct),Lagelouze 2,100.00%,0.8742,5800.05,7500,5070.40371,6556.5
close,Pending Receivable,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,7/22/2024,ACD ENERGIE (direct),Lagelouze 2,100.00%,12.0528,5800,7500,69906.24,90396
close,Pending Receivable,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,7/22/2024,ACD ENERGIE (direct),Lagelouze 2,100.00%,15.1404,5800,7500,87814.32,113553
close,Pending Receivable,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,4/3/2024,ACD ENERGIE (direct),Lagelouze 2,100.00%,27.0444,5800,7500,156857.52,202833
close,Pending Receivable,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,4/3/2024,ACD ENERGIE (direct),Lagelouze 2,100.00%,12.7224,5800,7500,73789.92,95418
close,COMPLETED,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,4/3/2024,ACD ENERGIE (direct),Lagelouze 2,50.00%,0,5800,7500,0,0
close,COMPLETED,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,4/3/2024,ACD ENERGIE (direct),Lagelouze 2,50.00%,56.73,5800,7500,329034,425475
close,COMPLETED,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,4/3/2024,ACD ENERGIE (direct),Lagelouze 2,50.00%,72.5214,5800,7500,420624.12,543910.5
close,COMPLETED,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,4/3/2024,ACD ENERGIE (direct),Lagelouze 2,50.00%,-56.73,5800,7500,-329034,-425475
close,COMPLETED,f.2024.144,Trade,8/22/2024,1/1/2025,1/1/2025,4/3/2024,ACD ENERGIE (direct),Lagelouze 2,50.00%,-72.5214,5800,7500,-420624.12,-543910.5
open,Pending Delivery,f.2024.144,Trade,8/22/2024,1/1/2025,1/15/2025,Not Delivered,ACD ENERGIE (direct),Lagelouze 2,100.00%,83.759,5800,7500,485802.2,628192.5
close,Pending Receivable,f.2024.145,Trade,8/22/2024,9/21/2024,9/21/2024,4/3/2024,Artisans des nouvelles Energies,Lagelouze 2,100.00%,0.616,6500,7500,4004,4620
close,COMPLETED,f.2024.145,Trade,8/22/2024,9/21/2024,9/21/2024,4/3/2024,Artisans des nouvelles Energies,Lagelouze 2,100.00%,0,6500,7500,0,0
open,Pending Delivery,f.2024.145,Trade,8/22/2024,9/21/2024,1/15/2025,Not Delivered,Artisans des nouvelles Energies,Lagelouze 2,100.00%,75.214,6500,7500,488891,564105
open,Pending Contract,f.2024.146,Broker,8/22/2024,10/31/2024,1/15/2025,Not Delivered,OAAN Consulting,Enens,50.00%,500,7550,7650,3775000,3825000
close,COMPLETED,f.2024.147,Trade,8/26/2024,12/31/2024,12/31/2024,4/3/2024,LA RENO GLOBALE,Lagelouze 2,100.00%,0,6500,7500,0,0
open,Pending Delivery,f.2024.147,Trade,8/26/2024,12/31/2024,1/15/2025,Not Delivered,LA RENO GLOBALE,Lagelouze 2,100.00%,15.4732,6500,7500,100575.8,116049
open,Pending Contract,f.2024.148,Broker,8/29/2024,3/30/2025,3/30/2025,Not Delivered,OAAN Consulting,Energie et Services de Seyssel,50.00%,10,8200,8300,82000,83000
open,Pending Delivery,f.2024.149,Trade,11/29/2024,12/31/2024,1/15/2025,Not Delivered,Easy Energy,Lagelouze 2,100.00%,270,6800,7500,1836000,2025000
open,Pending Delivery,f.2024.149,Trade,8/29/2024,12/31/2024,1/15/2025,Not Delivered,Easy Energy,Lagelouze 2,100.00%,150,6800,7500,1020000,1125000
open,Pending Contract,f.2024.151,Trade,8/30/2024,3/31/2025,3/31/2025,Not Delivered,Éligibles,STX SAS,50.00%,7,6646.381814,7930,46524.6727,55510
open,Pending Contract,f.2024.151,Trade,8/30/2024,3/31/2025,3/31/2025,Not Delivered,Useda,STX SAS,50.00%,18,7000,7930,126000,142740
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,9/30/2024,ACD ENERGIE,Economie d'Energie - EDE 6,50.00%,0.3906,5800,7650,2265.48,2988.09
close,Pending Payable,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/16/2024,ACD ENERGIE,Economie d'Energie - EDE 6,50.00%,0.279,5800,7650,1618.2,2134.35
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/16/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,0.213815,6800,7650,1453.942,1635.68475
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,0.065165,6499.95,7650,423.5692418,498.51225
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,0.372,6500,7650,2418,2845.8
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/4/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,0.66573,6500,7650,4327.245,5092.8345
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/12/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,0.6045,6500,7650,3929.25,4624.425
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/4/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,0.063189,6500.02,7650,410.7297638,483.39585
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,0.043009,6500.04,7650,279.5602204,329.01885
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/4/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,0.05607,6500.09,7650,364.4600463,428.9355
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/14/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,0.065016,6499.94,7650,422.600099,497.3724
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,0.174442,6499.99,7650,1133.871256,1334.4813
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,1.4809,6500,7650,9625.85,11328.885
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/4/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,1.5345,6500,7650,9974.25,11738.925
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/12/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,1.3578,6500,7650,8825.7,10387.17
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/14/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,3.72688,6500,7650,24224.72,28510.632
close,Pending Payable,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/18/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,1.18745,6500,7650,7718.425,9083.9925
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/14/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,0.092106,6500.01,7650,598.6899211,704.6109
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,0.179977,6500.02,7650,1169.8541,1376.82405
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/12/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,0.2139,6800,7650,1454.52,1636.335
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,CARBONE GROUP,Economie d'Energie - EDE 6,50.00%,0.6231,7150,7650,4455.165,4766.715
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/7/2024,ECO ISO BAT,Economie d'Energie - EDE 6,50.00%,0.304236,6499.99,7650,1977.530958,2327.4054
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/7/2024,ECO ISO BAT,Economie d'Energie - EDE 6,50.00%,0.76206,6500,7650,4953.39,5829.759
close,Pending Payable,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/14/2024,ECO ISO BAT,Economie d'Energie - EDE 6,50.00%,0.81648,6500,7650,5307.12,6246.072
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/7/2024,ECO ISO BAT,Economie d'Energie - EDE 6,50.00%,0.134946,6500.01,7650,877.1503495,1032.3369
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/7/2024,ECO ISO BAT,Economie d'Energie - EDE 6,50.00%,0.105651,6499.99,7650,686.7304435,808.23015
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/18/2024,ECO ISO BAT,Economie d'Energie - EDE 6,50.00%,1.5907,6500,7650,10339.55,12168.855
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/15/2024,ECOTECH SOLUTIONS,Economie d'Energie - EDE 6,50.00%,0.3906,6000,7650,2343.6,2988.09
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,ECOTECH SOLUTIONS,Economie d'Energie - EDE 6,50.00%,0.7347,6000,7650,4408.2,5620.455
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/14/2024,ECOTECH SOLUTIONS,Economie d'Energie - EDE 6,50.00%,3.2643,6000,7650,19585.8,24971.895
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/14/2024,ECOTECH SOLUTIONS,Economie d'Energie - EDE 6,50.00%,6.9843,6000,7650,41905.8,53429.895
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/14/2024,ECOTECH SOLUTIONS,Economie d'Energie - EDE 6,50.00%,0.4464,6000,7650,2678.4,3414.96
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/18/2024,ECOTECH SOLUTIONS,Economie d'Energie - EDE 6,50.00%,0.6324,6000,7650,3794.4,4837.86
close,Pending Payable,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/18/2024,ECOTECH SOLUTIONS,Economie d'Energie - EDE 6,50.00%,0.4836,6000,7650,2901.6,3699.54
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/13/2024,HOME ENERGY,Economie d'Energie - EDE 6,50.00%,0.12464,6500,7650,810.16,953.496
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/18/2024,HOME ENERGY,Economie d'Energie - EDE 6,50.00%,0.153,6500,7650,994.5,1170.45
close,Pending Payable,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/24/2024,IDF FERMETURES,Economie d'Energie - EDE 6,50.00%,0.0215,6800,7650,146.2,164.475
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/7/2024,INITIATIV'ENERGIE,Economie d'Energie - EDE 6,50.00%,0.01491,6500,7650,96.915,114.0615
close,Pending Payable,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/18/2024,RENOVABAT,Economie d'Energie - EDE 6,50.00%,1.46664,6900,7650,10119.816,11219.796
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,9/9/2024,ARTISANS DES NOUVELLES ENERGIES,Economie d'Energie - EDE 6,50.00%,0.096,6500,7650,624,734.4
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,ARTISANS DES NOUVELLES ENERGIES,Economie d'Energie - EDE 6,50.00%,3.632,6500,7650,23608,27784.8
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/13/2024,ARTISANS DES NOUVELLES ENERGIES,Economie d'Energie - EDE 6,50.00%,3.304,6500,7650,21476,25275.6
close,Pending Payable,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/18/2024,ARTISANS DES NOUVELLES ENERGIES,Economie d'Energie - EDE 6,50.00%,0.08,6500,7650,520,612
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/15/2024,CLIM DENFERT - BOURQUIN,Economie d'Energie - EDE 6,50.00%,18.2427,6500,7650,118577.55,139556.655
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,9/26/2024,HABITAT ENERGIE,Economie d'Energie - EDE 6,50.00%,0.1852,6500,7650,1203.8,1416.78
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,HABITAT ENERGIE,Economie d'Energie - EDE 6,50.00%,2.0322,6500,7650,13209.3,15546.33
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/30/2024,HABITAT ENERGIE,Economie d'Energie - EDE 6,50.00%,0.33612,6500,7650,2184.78,2571.318
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/30/2024,HABITAT ENERGIE,Economie d'Energie - EDE 6,50.00%,0.12,6500,7650,780,918
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/13/2024,HABITAT ENERGIE,Economie d'Energie - EDE 6,50.00%,1.3156,6500,7650,8551.4,10064.34
close,Pending Payable,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/18/2024,HABITAT ENERGIE,Economie d'Energie - EDE 6,50.00%,0.16,6500,7650,1040,1224
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/23/2024,HT CONNECT,Economie d'Energie - EDE 6,50.00%,1.016,6500,7650,6604,7772.4
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/6/2024,HT CONNECT,Economie d'Energie - EDE 6,50.00%,0.08,6500,7650,520,612
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/14/2024,HT CONNECT,Economie d'Energie - EDE 6,50.00%,0.472,6500,7650,3068,3610.8
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/31/2024,MAAS,Economie d'Energie - EDE 6,50.00%,0.632,6500,7650,4108,4834.8
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,PURE HABITAT,Economie d'Energie - EDE 6,50.00%,3.056,6500,7650,19864,23378.4
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/28/2024,PURE HABITAT,Economie d'Energie - EDE 6,50.00%,0.064,6500,7650,416,489.6
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/28/2024,PURE HABITAT,Economie d'Energie - EDE 6,50.00%,0.352,6500,7650,2288,2692.8
close,Pending Receivable,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,9/3/2024,REZA CONSEILS,Economie d'Energie - EDE 6,50.00%,0.0252,6500,7650,163.8,192.78
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,9/27/2024,REZA CONSEILS,Economie d'Energie - EDE 6,50.00%,0.1578,6500,7650,1025.7,1207.17
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/7/2024,REZA CONSEILS,Economie d'Energie - EDE 6,50.00%,0.03024,6500,7650,196.56,231.336
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,REZA CONSEILS,Economie d'Energie - EDE 6,50.00%,0.65992,6500,7650,4289.48,5048.388
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/7/2024,REZA CONSEILS,Economie d'Energie - EDE 6,50.00%,2.78164,6500,7650,18080.66,21279.546
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/18/2024,REZA CONSEILS,Economie d'Energie - EDE 6,50.00%,0.3716,6500,7650,2415.4,2842.74
close,Pending Payable,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/18/2024,REZA CONSEILS,Economie d'Energie - EDE 6,50.00%,0.24,6500,7650,1560,1836
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/29/2024,RJ55 ARTECH,Economie d'Energie - EDE 6,50.00%,0.7692,6800,7650,5230.56,5884.38
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,GREEN POWER SOLUTIONS,Economie d'Energie - EDE 6,50.00%,0.512,6500,7650,3328,3916.8
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/28/2024,GREEN POWER SOLUTIONS,Economie d'Energie - EDE 6,50.00%,0.064,6500,7650,416,489.6
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/13/2024,GREEN POWER SOLUTIONS,Economie d'Energie - EDE 6,50.00%,0.16,6500,7650,1040,1224
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/24/2024,SOCIETE D AMENAGEMENT DE MACONNERIE ET D ISOLATION SAMI,Economie d'Energie - EDE 6,50.00%,6.8478,6600,7650,45195.48,52385.67
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/14/2024,CONNECTICLEAN,Economie d'Energie - EDE 6,50.00%,0.064,6500,7650,416,489.6
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,DJM CORP,Economie d'Energie - EDE 6,50.00%,0.7692,6500.26,7650,4999.999992,5884.38
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/28/2024,DJM CORP,Economie d'Energie - EDE 6,50.00%,0.7692,6500.26,7650,4999.999992,5884.38
close,Pending Receivable,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,9/20/2024,Easy Energy,Economie d'Energie - EDE 6,50.00%,49.94607,6800,7650,339633.276,382087.4355
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/16/2024,Easy Energy,Economie d'Energie - EDE 6,50.00%,0.793,6800,7650,5392.4,6066.45
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/29/2024,Easy Energy,Economie d'Energie - EDE 6,50.00%,20.4465,6800,7650,139036.2,156415.725
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/30/2024,Easy Energy,Economie d'Energie - EDE 6,50.00%,30.01689,6800,7650,204114.852,229629.2085
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/5/2024,Easy Energy,Economie d'Energie - EDE 6,50.00%,34.059063,6800,7650,231601.6284,260551.832
close,Pending Payable,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/14/2024,Easy Energy,Economie d'Energie - EDE 6,50.00%,1.18,6800,7650,8024,9027
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/18/2024,Easy Energy,Economie d'Energie - EDE 6,50.00%,22.28448,6800,7650,151534.464,170476.272
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/4/2024,ECOTHERM HABITAT,Economie d'Energie - EDE 6,50.00%,0.17,6500,7650,1105,1300.5
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/18/2024,ECOTHERM HABITAT,Economie d'Energie - EDE 6,50.00%,0.2907,6500,7650,1889.55,2223.855
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/2/2024,GROUPE RENOVATE ENERGY,Economie d'Energie - EDE 6,50.00%,1.415145,6600,7650,9339.957,10825.85925
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/5/2024,IS ECO,Economie d'Energie - EDE 6,50.00%,0.119,6500,7650,773.5,910.35
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,LA RENO GLOBALE,Economie d'Energie - EDE 6,50.00%,0.7692,6500.26,7650,4999.999992,5884.38
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/28/2024,MAHAMADOU DIAGOURAGA,Economie d'Energie - EDE 6,50.00%,0.064,6500,7650,416,489.6
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/29/2024,SPEED FIBRE 69,Economie d'Energie - EDE 6,50.00%,5.0745,6500,7650,32984.25,38819.925
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/15/2024,LABEL ENERGIE,Economie d'Energie - EDE 6,50.00%,1.2308,6500,7650,8000.2,9415.62
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/15/2024,LABEL ENERGIE,Economie d'Energie - EDE 6,50.00%,0.3846,6500.26,7650,2499.999996,2942.19
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/22/2024,GREFFEN,Economie d'Energie - EDE 6,50.00%,2.6226,5800,7650,15211.08,20062.89
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/5/2024,GREFFEN,Economie d'Energie - EDE 6,50.00%,0.558,5800,7650,3236.4,4268.7
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,11/13/2024,GREFFEN,Economie d'Energie - EDE 6,50.00%,10.509,5800,7650,60952.2,80393.85
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/8/2024,S2EE,Economie d'Energie - EDE 6,50.00%,0.3348,5600,7650,1874.88,2561.22
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/8/2024,S2EE,Economie d'Energie - EDE 6,50.00%,1.8507,5900,7650,10919.13,14157.855
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/8/2024,S2EE,Economie d'Energie - EDE 6,50.00%,5.2266,6100,7650,31882.26,39983.49
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/15/2024,S2EE,Economie d'Energie - EDE 6,50.00%,3.9246,6100,7650,23940.06,30023.19
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/16/2024,S2EE,Economie d'Energie - EDE 6,50.00%,0.8835,6100,7650,5389.35,6758.775
close,COMPLETED,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/16/2024,S2EE,Economie d'Energie - EDE 6,50.00%,1.023,6100,7650,6240.3,7825.95
close,Pending Payable,f.2024.152,Trade,8/30/2024,6/30/2025,6/30/2025,10/31/2024,S2EE,Economie d'Energie - EDE 6,50.00%,0.2325,5600,7650,1302,1778.625
